"name","full_name","url","description"
"VVVVVV","historicalsource/VVVVVV","https://github.com/historicalsource/VVVVVV.git","The source code to VVVVVV! http://thelettervsixtim.es/"
"cruisin-usa","historicalsource/cruisin-usa","https://github.com/historicalsource/cruisin-usa.git","A driving and obstacle-avoiding car game."
"ansiwave","oakes/ansiwave","https://github.com/oakes/ansiwave.git","A mashup of ANSI art and MIDI music"
"SpecBAS","ZXDunny/SpecBAS","https://github.com/ZXDunny/SpecBAS.git","An enhanced Sinclair  BASIC interpreter for modern PCs"
"lode-runner-disassembled","0xC0DE6502/lode-runner-disassembled","https://github.com/0xC0DE6502/lode-runner-disassembled.git","Lode Runner (BBC Micro version) disassembled"
"fheroes2","ihhub/fheroes2","https://github.com/ihhub/fheroes2.git","Free remake of Heroes of Might and Magic II game engine"
"basicv2","EgonOlsen71/basicv2","https://github.com/EgonOlsen71/basicv2.git","A Commodore (CBM) BASIC V2 interpreter/compiler written in Java"
"pokegb","binji/pokegb","https://github.com/binji/pokegb.git","A gameboy emulator that only plays Pokemon Blue, in ~70 lines of c++."
"Disassemblies","DNSDEBRO/Disassemblies","https://github.com/DNSDEBRO/Disassemblies.git","No description"
"plutovg","sammycage/plutovg","https://github.com/sammycage/plutovg.git","Tiny 2D vector graphics library in C"
"pocketlang","ThakeeNathees/pocketlang","https://github.com/ThakeeNathees/pocketlang.git","A small and fast programming language."
"modern-unix","ibraheemdev/modern-unix","https://github.com/ibraheemdev/modern-unix.git","A collection of modern/faster/saner alternatives to common unix commands."
"defender","mwenge/defender","https://github.com/mwenge/defender.git","Defender(1981) by Eugene Jarvis and Sam Dicker"
"llamaSource","mwenge/llamaSource","https://github.com/mwenge/llamaSource.git","The Llamasoft Source Code Project"
"uridium","mwenge/uridium","https://github.com/mwenge/uridium.git","Uridium (1986) by Andrew Braybrook"
"gbajam21.github.io","gbajam21/gbajam21.github.io","https://github.com/gbajam21/gbajam21.github.io.git","GBA Jam 2021 games"
"Solar-Guard","Deft-Spade/Solar-Guard","https://github.com/Deft-Spade/Solar-Guard.git","A homebrew Game Boy Advance game made for GBA Jam 2021."
"ucity-advance","AntonioND/ucity-advance","https://github.com/AntonioND/ucity-advance.git"," The open-source city-building game for Game Boy Advance."
"Tanks-of-Freedom","w84death/Tanks-of-Freedom","https://github.com/w84death/Tanks-of-Freedom.git","Indie Turn Based Strategy in Isometric Pixel Art"
"6809-sorting","litwr2/6809-sorting","https://github.com/litwr2/6809-sorting.git","implementations of various sorting algos for the 6809"
"6502-sorting","litwr2/6502-sorting","https://github.com/litwr2/6502-sorting.git","implementations of various sorting algos for the 6502"
"Z80-sorting","litwr2/Z80-sorting","https://github.com/litwr2/Z80-sorting.git","implementations of various sorting algos for the Z80"
"VIC20-DungeonOfDance","Chysn/VIC20-DungeonOfDance","https://github.com/Chysn/VIC20-DungeonOfDance.git","Explore the dungeon, collect items, and challenge monsters to a winner-take-all dance-off!"
"sixty5o2","janroesner/sixty5o2","https://github.com/janroesner/sixty5o2.git","Micro Kernel / Bootloader for Ben Eater's 6502 Computer"
"atari64","unbibium/atari64","https://github.com/unbibium/atari64.git","Commodore 64 OS running on Atari 8-bit hardware"
"AdamIsMe","ilmenit/AdamIsMe","https://github.com/ilmenit/AdamIsMe.git","""Adam Is Me"" game for retro platforms (8bit Atari)"
"cosmopolitan","jart/cosmopolitan","https://github.com/jart/cosmopolitan.git","build-once run-anywhere c library"
"fb-test-app","phoenix826/fb-test-app","https://github.com/phoenix826/fb-test-app.git","Test suite for Linux framebuffer"
"higfxback","caramelli/higfxback","https://github.com/caramelli/higfxback.git","History of graphics backends on Linux system"
"fbmark","caramelli/fbmark","https://github.com/caramelli/fbmark.git","Linux Framebuffer Benchmark"
"gb-ctr","Gekkio/gb-ctr","https://github.com/Gekkio/gb-ctr.git","Game Boy: Complete Technical Reference"
"mooneye-gb","Gekkio/mooneye-gb","https://github.com/Gekkio/mooneye-gb.git","A Game Boy research project and emulator written in Rust"
"MetroBoy","aappleby/MetroBoy","https://github.com/aappleby/MetroBoy.git","A repository of gate-level simulators and tools for the original Game Boy."
"zxadventure","MarquisdeGeek/zxadventure","https://github.com/MarquisdeGeek/zxadventure.git","Retro game for the ZX Spectrum."
"txiki.js","saghul/txiki.js","https://github.com/saghul/txiki.js.git","The tiny JavaScript runtime built with QuickJS, libuv and ❤️"
"FabGL","fdivitto/FabGL","https://github.com/fdivitto/FabGL.git","Display Controller (VGA, SSD1306, ST7789, ILI9341), PS/2 Mouse and Keyboard Controller, Graphics Library, Sound Engine, Game Engine and ANSI/VT Terminal for the ESP32"
"hostile-takeover","spiffcode/hostile-takeover","https://github.com/spiffcode/hostile-takeover.git","Open Source Real Time Strategy game based on Warfare Incorporated"
"cowgol","davidgiven/cowgol","https://github.com/davidgiven/cowgol.git","A self-hosted Ada-inspired programming language for very small systems."
"oberon-lang.github.io","oberon-lang/oberon-lang.github.io","https://github.com/oberon-lang/oberon-lang.github.io.git","The Oberon+ Programming Language"
"Oberon","rochus-keller/Oberon","https://github.com/rochus-keller/Oberon.git","Oberon parser, code model & browser, compiler and IDE with debugger"
"fantasque-sans","belluzj/fantasque-sans","https://github.com/belluzj/fantasque-sans.git","A font family with a great monospaced variant for programmers."
"scc","mras0/scc","https://github.com/mras0/scc.git","SCC - Small C Compiler for DOS"
"dex-os.github.io","dex-os/dex-os.github.io","https://github.com/dex-os/dex-os.github.io.git","Dex-OS homepage"
"DexOS","dex-os/DexOS","https://github.com/dex-os/DexOS.git","The OS and related projects/examples"
"desktop_games","liamoc/desktop_games","https://github.com/liamoc/desktop_games.git","a collection of desktop games written in rust"
"GB-8","Hacktix/GB-8","https://github.com/Hacktix/GB-8.git","A simple Chip-8 interpreter for the Nintendo Gameboy Color."
"6502_mep","liamoc/6502_mep","https://github.com/liamoc/6502_mep.git","Micro Entertainment Pack games for 6502 systems"
"AGI2_16bit_DOS","lucianoaibar/AGI2_16bit_DOS","https://github.com/lucianoaibar/AGI2_16bit_DOS.git","Adventure Game Interpreter (AGI) v2.440 Game Engine for DOS (16-bit)"
"RaspberryPi","PeterLemon/RaspberryPi","https://github.com/PeterLemon/RaspberryPi.git","Raspberry Pi Bare Metal Assembly Programming"
"nextvi","kyx0r/nextvi","https://github.com/kyx0r/nextvi.git","Next version of neatvi (a small vi/ex editor) for editing bidirectional UTF-8 text"
"dotvim","Gavinok/dotvim","https://github.com/Gavinok/dotvim.git","My entire vim configuration"
"westen","santiontanon/westen","https://github.com/santiontanon/westen.git","Westen House (MSX game)"
"fma","BenjaminSchulte/fma","https://github.com/BenjaminSchulte/fma.git","Famicom Macro Assembler"
"u4remastered","sean-gugler/u4remastered","https://github.com/sean-gugler/u4remastered.git","Ultima IV Remastered for the C64"
"u4remasteredA2","sean-gugler/u4remasteredA2","https://github.com/sean-gugler/u4remasteredA2.git","Ultima IV Remastered for the Apple II"
"SpaceCadetPinball","k4zmu2a/SpaceCadetPinball","https://github.com/k4zmu2a/SpaceCadetPinball.git","Decompilation of 3D Pinball for Windows – Space Cadet"
"RupertPolyhedra","SamHartburn/RupertPolyhedra","https://github.com/SamHartburn/RupertPolyhedra.git","Geogebra and OpenSCAD files relating to Rupert polyhedra"
"lba-classic-doc","2point21/lba-classic-doc","https://github.com/2point21/lba-classic-doc.git","Documents Little Big Adventure"
"lba2-classic","2point21/lba2-classic","https://github.com/2point21/lba2-classic.git","Little Big Adventure 2 Source Code"
"lba1-classic","2point21/lba1-classic","https://github.com/2point21/lba1-classic.git","Little Big Adventure Source Code"
"ptcollab","yuxshao/ptcollab","https://github.com/yuxshao/ptcollab.git","A collaborative sample-based piano-roll music editor!"
"composing.studio","ekzhang/composing.studio","https://github.com/ekzhang/composing.studio.git","Collaborative music composition for everyone."
"Cosmic-Conquest-1982","RickCarlino/Cosmic-Conquest-1982","https://github.com/RickCarlino/Cosmic-Conquest-1982.git","(Historic) Resurrecting one of the first real time strategy (RTS) games from 1982. Written in Forth."
"colorForth","Howerd/colorForth","https://github.com/Howerd/colorForth.git","colorForth running in Bochs for Windows"
"forth386","remexre/forth386","https://github.com/remexre/forth386.git","A bare-metal Forth for i386 machines."
"atom","adam-mcdaniel/atom","https://github.com/adam-mcdaniel/atom.git","Shell scripting that will knock your socks off"
"dune","adam-mcdaniel/dune","https://github.com/adam-mcdaniel/dune.git","A shell🐚 by the beach🏖️!"
"LD47","saint11/LD47","https://github.com/saint11/LD47.git","No description"
"ld49","jDomantas/ld49","https://github.com/jDomantas/ld49.git","No description"
"last-fall","MausGames/last-fall","https://github.com/MausGames/last-fall.git","Tricky arcade puzzler made for Ludum Dare 49"
"ld49","mausimus/ld49","https://github.com/mausimus/ld49.git","Ludum Dare 49"
"dream-dog-dilemma","cppchriscpp/dream-dog-dilemma","https://github.com/cppchriscpp/dream-dog-dilemma.git","Ludum Dare 49 game, I guess"
"dogsplusplus","Jezzamonn/dogsplusplus","https://github.com/Jezzamonn/dogsplusplus.git","A game for Ludum Dare 49"
"the-maze-of-space-goblins","jani-nykanen/the-maze-of-space-goblins","https://github.com/jani-nykanen/the-maze-of-space-goblins.git","A puzzle game for js13k 2021."
"LowRezJam2020","srcnalt/LowRezJam2020","https://github.com/srcnalt/LowRezJam2020.git","No description"
"q1k3","phoboslab/q1k3","https://github.com/phoboslab/q1k3.git","A tiny FPS for js13k"
"millfork","KarolS/millfork","https://github.com/KarolS/millfork.git","Millfork: a middle-level programming language targeting 6502- and Z80-based microcomputers and home consoles"
"microcoded6502","Juan-Gg/microcoded6502","https://github.com/Juan-Gg/microcoded6502.git","Planning towards building a ttl 6502-like CPU"
"lode-runner-2021-releases","0xC0DE6502/lode-runner-2021-releases","https://github.com/0xC0DE6502/lode-runner-2021-releases.git","Lode Runner 2021 for Acorn Electron"
"munt","munt/munt","https://github.com/munt/munt.git","A multi-platform software synthesiser emulating pre-GM MIDI devices such as the Roland MT-32, CM-32L, CM-64 and LAPC-I. In no way endorsed by or affiliated with Roland Corp."
"fluidsynth","FluidSynth/fluidsynth","https://github.com/FluidSynth/fluidsynth.git","Software synthesizer based on the SoundFont 2 specifications"
"ample","ksherlock/ample","https://github.com/ksherlock/ample.git","Apple Emulator Frontend for MAME"
"EightBall","bobbimanners/EightBall","https://github.com/bobbimanners/EightBall.git","The Eight Bit Algorithmic Language for Apple II, Commodore 64 and VIC20"
"Applecorn","bobbimanners/Applecorn","https://github.com/bobbimanners/Applecorn.git","Allows Acorn BBC Microcomputer language ROMs to run on Apple //e enhanced, //c and IIGS."
"pi","nanochess/pi","https://github.com/nanochess/pi.git","Pi number calculator using 8088 assembly language"
"Oberon-extended","andreaspirklbauer/Oberon-extended","https://github.com/andreaspirklbauer/Oberon-extended.git","A revision of the Project Oberon 2013 operating system and a compiler for the programming language Oberon-2 (2020 Edition)"
"docker-qemu-win2000","hectorm/docker-qemu-win2000","https://github.com/hectorm/docker-qemu-win2000.git","A Docker image for Windows 2000 Advanced Server with SP4."
"Minimal-UART-CPU-System","slu4coder/Minimal-UART-CPU-System","https://github.com/slu4coder/Minimal-UART-CPU-System.git","NEW REVISION 1.5 featuring an expansion port, 512KB SSD and 3.6864MHz clock speed"
"joy","ncase/joy","https://github.com/ncase/joy.git","make happy little programs"
"mostly-adequate-guide","MostlyAdequate/mostly-adequate-guide","https://github.com/MostlyAdequate/mostly-adequate-guide.git","Mostly adequate guide to FP (in javascript)"
"LifeEngine","MaxRobinsonTheGreat/LifeEngine","https://github.com/MaxRobinsonTheGreat/LifeEngine.git","The Life Engine"
"rich","Textualize/rich","https://github.com/Textualize/rich.git","Rich is a Python library for rich text and beautiful formatting in the terminal."
"dura","tkellogg/dura","https://github.com/tkellogg/dura.git","You shouldn't ever lose your work if you're using Git"
"pacman.c","floooh/pacman.c","https://github.com/floooh/pacman.c.git","Simple Pacman clone written in C99."
"space-shooter.c","tsherif/space-shooter.c","https://github.com/tsherif/space-shooter.c.git","A cross-platform, top-down 2D space shooter written in C using only system libraries."
"ntfy","binwiederhier/ntfy","https://github.com/binwiederhier/ntfy.git","Send push notifications to your phone or desktop using PUT/POST"
"lisp-in-life","woodrush/lisp-in-life","https://github.com/woodrush/lisp-in-life.git","A Lisp interpreter implemented in Conway's Game of Life"
"minecraft-again","jdah/minecraft-again","https://github.com/jdah/minecraft-again.git","yeah I made it again"
"pandoc-book-template","wikiti/pandoc-book-template","https://github.com/wikiti/pandoc-book-template.git","A simple Pandoc template to build documents and ebooks."
"book-skeleton","kevinmcconnell/book-skeleton","https://github.com/kevinmcconnell/book-skeleton.git","Skeleton project for an Asciidoctor-based e-book"
"cbm-wordslide","SlithyMatt/cbm-wordslide","https://github.com/SlithyMatt/cbm-wordslide.git","Guess a 5-letter word, for CBM-based machines (C64, X16, etc.)"
"Zelda","clear-code-projects/Zelda","https://github.com/clear-code-projects/Zelda.git","Files for the Zelda in python tutorial"
"retroReversing","RetroReversing/retroReversing","https://github.com/RetroReversing/retroReversing.git","Awesome website for reverse engineering retro games:"
"c64_asm_book_listings","64kramsystem/c64_asm_book_listings","https://github.com/64kramsystem/c64_asm_book_listings.git","Listings from Commodore 64 Assembly books"
"bootle","nanochess/bootle","https://github.com/nanochess/bootle.git","Bootle (a Wordle clone in a x86 boot sector)"
"asmle","KatPurpy/asmle","https://github.com/KatPurpy/asmle.git","ASMLE - Bootable Wordle in 512 bytes!"
"MiniWordle","xem/MiniWordle","https://github.com/xem/MiniWordle.git","a mini wordle clone"
"jsbasic","inexorabletash/jsbasic","https://github.com/inexorabletash/jsbasic.git","Applesoft BASIC in JavaScript"
"basic64-js","JoystickAndCursorKeys/basic64-js","https://github.com/JoystickAndCursorKeys/basic64-js.git","Commodore 64 Basic Emulator"
"mforth","RehMaar/mforth","https://github.com/RehMaar/mforth.git","Forth implementation in nasm"
"blissc","madisongh/blissc","https://github.com/madisongh/blissc.git","BLISS-M compiler"
"woinc","vmc-coding/woinc","https://github.com/vmc-coding/woinc.git","woinc - an alternative to boinccmd and boincmgr"
"sam","deadpixi/sam","https://github.com/deadpixi/sam.git","An updated version of the sam text editor."
"Einherjar","narke/Einherjar","https://github.com/narke/Einherjar.git","colorForth computing environment for amd64 and PowerPC Macs."
"OSDevAsm","narke/OSDevAsm","https://github.com/narke/OSDevAsm.git","A little bit of OSdev for x86 and amd64 in asm"
"oberon","thutt/oberon","https://github.com/thutt/oberon.git","A command line Oberon system targeting a virtual CPU"
"tvision","magiblot/tvision","https://github.com/magiblot/tvision.git","A modern port of Turbo Vision 2.0, the classical framework for text-based user interfaces. Now cross-platform and with Unicode support."
"pictoprime","TotalTechGeek/pictoprime","https://github.com/TotalTechGeek/pictoprime.git","Generate prime numbers from pictures!"
"awesome-mmix","guidoism/awesome-mmix","https://github.com/guidoism/awesome-mmix.git","No description"
"subv","guidoism/subv","https://github.com/guidoism/subv.git","Fork of https://git.s-ol.nu/subv/"
"EarlyHistoryOfSmalltalk","worrydream/EarlyHistoryOfSmalltalk","https://github.com/worrydream/EarlyHistoryOfSmalltalk.git","Cleaned-up HTML version of Alan Kay's HOPL paper, ""The Early History of Smalltalk"""
"ti84-forth","siraben/ti84-forth","https://github.com/siraben/ti84-forth.git","A Forth implementation for the TI-84+ calculator."
"foth","skx/foth","https://github.com/skx/foth.git","Tutorial-style FORTH implementation written in golang"
"jombloforth","matematikaadit/jombloforth","https://github.com/matematikaadit/jombloforth.git","Minimal FORTH interpreter for 64-bit Linux systems. Based on jonesforth."
"cpm-fat","z80playground/cpm-fat","https://github.com/z80playground/cpm-fat.git","CP/M for the Z80 Playground that runs on the FAT disk format"
"klo-gba.js","macabeus/klo-gba.js","https://github.com/macabeus/klo-gba.js.git","🧢 Reverse engineering tool for the Klonoa's GBA game "
"jsmaze","mdchaney/jsmaze","https://github.com/mdchaney/jsmaze.git","Maze algorithms implemented in JavaScript - many maze generators and tiling patterns"
"roguelike","damosan314/roguelike","https://github.com/damosan314/roguelike.git","A collection of nearly done simple roguelikes for the Atari 8bit using the MOS-LLVM C compiler"
"Atari_ST_Sources","ggnkua/Atari_ST_Sources","https://github.com/ggnkua/Atari_ST_Sources.git","A large repository of Atari ST (and family) source code"
"super-bombinhas","victords/super-bombinhas","https://github.com/victords/super-bombinhas.git","A 2D platformer written in Ruby."
"easy6502","skilldrick/easy6502","https://github.com/skilldrick/easy6502.git","No description"
"abn6502","AndersBNielsen/abn6502","https://github.com/AndersBNielsen/abn6502.git","Solving the global IC shortage by reusing old stuff!"
"zxs-assembly-tutorial","SlithyMatt/zxs-assembly-tutorial","https://github.com/SlithyMatt/zxs-assembly-tutorial.git","Z80 Assembly Tutorial for ZX Spectrum Development"
"PySpace","HackerPoet/PySpace","https://github.com/HackerPoet/PySpace.git","GLSL Fractal Ray Marcher in Python"
"SqueakJS","codefrau/SqueakJS","https://github.com/codefrau/SqueakJS.git","A Squeak VM in Javascript"
"Smalltalk","rochus-keller/Smalltalk","https://github.com/rochus-keller/Smalltalk.git","Parser, code model, interpreter and navigable browser for the original Xerox Smalltalk-80 v2 sources and virtual image file"
"Smalltalk","dbanay/Smalltalk","https://github.com/dbanay/Smalltalk.git","By the Bluebook implementation of Smalltalk-80"
"Smalltalk78","codefrau/Smalltalk78","https://github.com/codefrau/Smalltalk78.git","A Smalltalk-78 VM in Javascript"
"panda-smalltalk","vgeddes/panda-smalltalk","https://github.com/vgeddes/panda-smalltalk.git","Panda Smalltalk"
"smalltalk-vm-image","mib/smalltalk-vm-image","https://github.com/mib/smalltalk-vm-image.git","A minimal image built for https://github.com/mib/smalltalk-vm."
"smalltalk-vm","mib/smalltalk-vm","https://github.com/mib/smalltalk-vm.git","A very simple Smalltalk VM written in C."
"polyhedra-viewer","tesseralis/polyhedra-viewer","https://github.com/tesseralis/polyhedra-viewer.git","Explore the relationships between convex regular-faced polyhedra."
"pshell","lurk101/pshell","https://github.com/lurk101/pshell.git","tiny shell for Pico, with Vi and C compiler"
"c64-elite-flicker-free","markmoxon/c64-elite-flicker-free","https://github.com/markmoxon/c64-elite-flicker-free.git","A patch for Commodore 64 and Plus/4 Elite that removes the flicker"
"chafa","hpjansson/chafa","https://github.com/hpjansson/chafa.git","📺🗿 Terminal graphics for the 21st century."
"nasmjf","ratfactor/nasmjf","https://github.com/ratfactor/nasmjf.git","NASM port of JONESFORTH!"
"SimH_cpanel","rsanchovilla/SimH_cpanel","https://github.com/rsanchovilla/SimH_cpanel.git","SimH simulator emulator fork with Control Panels and Visual devices. IBM 650, IBM NORC, IBM 701, IBM 360, SWTPC 6800"
"tiny-basic","kevinthecheung/tiny-basic","https://github.com/kevinthecheung/tiny-basic.git","Tiny BASIC, Dr Dobb's first BASIC for microcomputers"
"termbox2","termbox/termbox2","https://github.com/termbox/termbox2.git","suckless terminal rendering library"
"mle","adsr/mle","https://github.com/adsr/mle.git","flexible terminal-based text editor (C)"
"DCPopulous","LemonHaze420/DCPopulous","https://github.com/LemonHaze420/DCPopulous.git","Populous for Windows CE/Dreamcast. Special thanks to Comby Laurent and LemonHaze"
"u5remastered","Drunella/u5remastered","https://github.com/Drunella/u5remastered.git","Ultima V remastered for EasyFlash and 1581"
"Maniac.Mansion.Disassembly","segrax/Maniac.Mansion.Disassembly","https://github.com/segrax/Maniac.Mansion.Disassembly.git","Commented disassembly of game scripts, and spreadsheets which detail room objects, variables and their usage"
"DrCreep","segrax/DrCreep","https://github.com/segrax/DrCreep.git","The Castles of Dr. Creep"
"Snap","jmoenig/Snap","https://github.com/jmoenig/Snap.git","a visual programming language inspired by Scratch"
"morphic.py","jmoenig/morphic.py","https://github.com/jmoenig/morphic.py.git","a lively GUI for Python based on PyGame"
"morphic.js","jmoenig/morphic.js","https://github.com/jmoenig/morphic.js.git","a lively web GUI"
"RaspberrySqueak","pablomarx/RaspberrySqueak","https://github.com/pablomarx/RaspberrySqueak.git","Bare metal Squeak for Raspberry Pi"
"AltoST80","pablomarx/AltoST80","https://github.com/pablomarx/AltoST80.git","Recovered files for Smalltalk-80 on the Alto"
"TTC","pablomarx/TTC","https://github.com/pablomarx/TTC.git","Thacker's Tiny Computer"
"Smalltalk76","pablomarx/Smalltalk76","https://github.com/pablomarx/Smalltalk76.git","From Smalltalk 5.5k XM November 24 on 22 November 1980 at 2:57:08 am."
"Smalltalk72","pablomarx/Smalltalk72","https://github.com/pablomarx/Smalltalk72.git","Smalltalk-72 interpreter sources (Nova assembly) and ALLDEFS. "
"MicroSqueak","pablomarx/MicroSqueak","https://github.com/pablomarx/MicroSqueak.git","John Maloney's MicroSqueak"
"waforth","remko/waforth","https://github.com/remko/waforth.git","Small but complete dynamic Forth Interpreter/Compiler for and in WebAssembly"
"6502","ebadger/6502","https://github.com/ebadger/6502.git","DB6502: 65C02 based computer inspired by BE6502"
"msbasic","ebadger/msbasic","https://github.com/ebadger/msbasic.git","Microsoft BASIC for 6502 (Commodore, Apple, KIM-1, AIM-65, OSI, ...)"
"BadgerFrotz","ebadger/BadgerFrotz","https://github.com/ebadger/BadgerFrotz.git","Frotz Z-machine ported to a Raspberry PI Pico designed to run on the ebadger LodeRunner platform"
"ImHex","WerWolv/ImHex","https://github.com/WerWolv/ImHex.git","🔍 A Hex Editor for Reverse Engineers, Programmers and people who value their retinas when working at 3 AM."
"fiveforths","aw/fiveforths","https://github.com/aw/fiveforths.git","32-bit RISC-V Forth for microcontrollers"
"crosstalk","michaelengel/crosstalk","https://github.com/michaelengel/crosstalk.git","Smalltalk-80 bare metal implementation for the Raspberry Pi"
"Smalltalk","dbanay/Smalltalk","https://github.com/dbanay/Smalltalk.git","By the Bluebook implementation of Smalltalk-80"
"fenster","zserge/fenster","https://github.com/zserge/fenster.git","The most minimal cross-platform GUI library"
"OfrontPlus","Oleg-N-Cher/OfrontPlus","https://github.com/Oleg-N-Cher/OfrontPlus.git","Oberon family of languages to C translator for ARM, x64 and x86 architectures"
"o2c","pahihu/o2c","https://github.com/pahihu/o2c.git","O2C -- an Oberon-2 to GCC translator"
"LakeSnes","elzo-d/LakeSnes","https://github.com/elzo-d/LakeSnes.git","A SNES emulator, in C"
"jpdasm","spannerisms/jpdasm","https://github.com/spannerisms/jpdasm.git","Accurate and annotated disassembly of Zelda no Densetsu: Kamigami no Triforce"
"jpdasm","snesrev/jpdasm","https://github.com/snesrev/jpdasm.git","No description"
"zelda3","snesrev/zelda3","https://github.com/snesrev/zelda3.git","No description"
"zelda3","xander-haj/zelda3","https://github.com/xander-haj/zelda3.git","forked from snesrev's repo"
"the-super-tiny-compiler","jamiebuilds/the-super-tiny-compiler","https://github.com/jamiebuilds/the-super-tiny-compiler.git",":snowman: Possibly the smallest compiler ever"
"minixfromscratch","o-oconnell/minixfromscratch","https://github.com/o-oconnell/minixfromscratch.git","Development and compilation setup for the book version of MINIX (3.1.0) on QEMU"
"Mailu","Mailu/Mailu","https://github.com/Mailu/Mailu.git","Insular email distribution - mail server as Docker images"
"mailinabox","mail-in-a-box/mailinabox","https://github.com/mail-in-a-box/mailinabox.git","Mail-in-a-Box helps individuals take back control of their email by defining a one-click, easy-to-deploy SMTP+everything else server: a mail server in a box."
"mox","mjl-/mox","https://github.com/mjl-/mox.git","modern full-featured open source secure mail server for low-maintenance self-hosted email"
"superstartrek","emabolo/superstartrek","https://github.com/emabolo/superstartrek.git","Perl and LUA ports of the 1978 Super Star Trek by Bob Leedom"
"txtelite","emabolo/txtelite","https://github.com/emabolo/txtelite.git","LUA port of Ian Bell's classic Elite trading system in text-only mode"
"pcface","susam/pcface","https://github.com/susam/pcface.git"," Bitmap arrays for rendering CP437 glyphs using IBM PC OEM fonts"
"cc65-Chess","StewBC/cc65-Chess","https://github.com/StewBC/cc65-Chess.git","Portable chess game in C.  Commodore 64, Apple 2, Atari, Oric, Commander X16, curses terminal, etc."
"demons","mrdudz/demons","https://github.com/mrdudz/demons.git","Demons of Dex"
